X,Y,OBJECTID,FEATURE_LOCATION,FEAT_CENT_EAST,FEAT_CENT_NORTH,latitude,longitude,nearest_sensor_id,cluster_geo
359838.0,173397.0,1,Lamb St/ John Cozens House.,359838.0,173397.0,51.45763620929517,-2.578118851844099,51,2
359820.77,173383.710000001,2,"Lamb Street Bus Stop PTZ, St Jude's",359820.77,173383.71,51.45751548107167,-2.578365348094543,51,2
359803.55,173394.85,3,"John Cozens House Gardens PTZ, St Jude's",359803.55,173394.85,51.457614430371194,-2.5786144766975974,51,2
359767.45,173353.880000001,4,"Chartlon, Haviland & Langton Entrance Door's) Ext, St Jude's",359767.45,173353.88,51.457243458240384,-2.5791294333259995,51,2
359788.97,173377.73,5,"Haviland House Laundry #2, St Jude's",359788.97,173377.73,51.45745944961563,-2.578822392230833,51,2
359788.97,173377.73,6,"Haviland House Laundry #1, St Jude's",359788.97,173377.73,51.45745944961563,-2.578822392230833,51,2
359801.02,173390.310000001,7,"Haviland House Lift, St Jude's",359801.02,173390.31,51.45757342647002,-2.5786503769909013,51,2
359801.02,173390.310000001,8,"Haviland House Lower Entrance Door Internal, St Jude's",359801.02,173390.31,51.45757342647002,-2.5786503769909013,51,2
359801.02,173390.310000001,9,"Havliand House Main Entrance Lobby, St Jude's",359801.02,173390.31,51.45757342647002,-2.5786503769909013,51,2
358329.27,167593.57,10,Middleford Rear PTZ,358329.27,167593.57,51.405341990324764,-2.5991522695870106,51,2
359624.39,172233.039999999,11,Bath Bridge Roundabout,359624.39,172233.04,51.447154544842995,-2.5810606400290603,51,2
359411.9,173201.289999999,12,Lower Castle Street (Bike Rack),359411.9,173201.29,51.45584596464557,-2.5842296136267464,50,2
359269.52,173169.23,13,Castle Park (North),359269.52,173169.23,51.45554744897776,-2.58627523884146,50,2
359738.78,174050.439999999,14,"St Nicholas Road/Davey Street PTZ, St Paul's",359738.78,174050.44,51.46350496166694,-2.579621439161569,56,1
359706.76,174025.0,15,Corey Close Lane PTZ,359706.76,174025.0,51.46327392321594,-2.580079489947188,56,1
359665.15,174033.789999999,16,"St Paul's Gardens, Playground #2 PTZ, St Paul's",359665.15,174033.79,51.46334999905158,-2.580679496201226,56,1
359652.27,173995.630000001,17,"St Paul's Gardens, Play area #2 PTZ, St Paul's",359652.27,173995.63,51.46300594214581,-2.580860556111296,56,1
359700.19,174019.16,18,"St Paul's Gardens, Playground #1 PTZ, St Paul's",359700.19,174019.16,51.46322094142755,-2.5801734034771235,56,1
359664.45,174050.140000001,19,"Ludlow Close #2 PTZ, St Paul's",359664.45,174050.14,51.463496970000605,-2.5806914391725138,56,1
359598.19,174034.539999999,20,"Ludlow Close #1 PTZ, St Paul's",359598.19,174034.54,51.46335196575557,-2.5816435162621523,56,1
359615.6,174005.380000001,21,"Burnnel Drive Lane, Burnell/Ludlow PTZ, St Paul's",359615.6,174005.38,51.46309099902257,-2.581389555594311,56,1
359620.24,174011.789999999,22,"Ludlow Close Lift, St Paul's",359620.24,174011.79,51.46314896954436,-2.5813234923957,56,1
359669.73,174051.1,23,"Corey Close Laundry, St Paul's",359669.73,174051.1,51.46350597879924,-2.5806155393083814,56,1
359707.61,174017.99,24,"Corey Close Lift, St Paul's",359707.61,174017.99,51.46321094911035,-2.580066454466497,56,1
358905.0,173816.960000001,25,Dove Street-Spring Hill,358905.0,173816.96,51.46134554551057,-2.5915971412666328,12,2
357664.4,168453.35,26,Whitchurch Lane Middle,357664.4,168453.35,51.41302399578646,-2.6088140323098106,4,2
359561.0,173782.0,27,St Pauls Park,359561.0,173782.0,51.46107844389889,-2.582149997465317,56,1
362060.39,175149.24,28,Fishponds Road/Huyton Road,362060.39,175149.24,51.47354596995268,-2.546318009186485,47,1
361793.79,175035.01,29,Fishponds Road/Royate Hill,361793.79,175035.01,51.4725008525604,-2.550144417069307,47,1
361174.04,174883.65,30,Fishponds Road/Boswell Street,361174.04,174883.65,51.47109760298551,-2.559051322219772,47,1
361273.86,174957.52,31,Fishponds Road/Heath Street,361273.86,174957.52,51.471768694037955,-2.557622194804289,47,1
361456.35,175152.33,32,Fishponds Road/Muller Road (Shell Filling Station),361456.35,175152.33,51.47353291496479,-2.555015889912374,47,1
359597.33,173927.0,33,"Beggarswell Close #1 PTZ, St Paul's",359597.33,173927.0,51.462384893881406,-2.5816436031515724,56,1
359599.9,173909.07,34,"Princes Street PTZ, St Paul's",359599.9,173909.07,51.46222384901122,-2.581604557587543,56,1
358860.51,167630.060000001,35,Willow House Laundry,358860.51,167630.06,51.40570891018279,-2.591518640531251,51,2
358807.27,167660.189999999,36,Oak House Laundry,358807.27,167660.19,51.40597597866461,-2.592287600940395,51,2
358908.99,167491.199999999,37,Hartcliffe Chestnut House Ground Floor Stairwell,358908.99,167491.2,51.40446377251485,-2.5908055266721033,51,2
358908.6,167572.84,38,Hartcliffe Rowan House Ground Floor Stairwell,358908.6,167572.84,51.405197865398144,-2.5908205938230386,51,2
358859.83,167631.619999999,39,Hartcliffe Willow House Ground Floor Stairwell,358859.83,167631.62,51.40572288862989,-2.591528598249334,51,2
358883.15,167496.41,40,"Chestnut House, Rear PTZ",358883.15,167496.41,51.40450874848313,-2.5911776363791446,51,2
358934.75,167537.15,41,"Rowan House, The Groves PTZ",358934.75,167537.15,51.40487882927481,-2.5904404922037076,51,2
358881.61,167606.199999999,42,Willow House Front Door PTZ,358881.61,167606.2,51.40549588757258,-2.591212507648867,51,2
358806.0,167642.0,43,"oak house/willow rear door (externa bullet)
",358806.0,167642.0,51.405812318805886,-2.5923037473590114,51,2
358825.0,167649.0,44,"Oak House, The Groves PTZ",358825.0,167649.0,51.405876644169105,-2.5920313862896753,51,2
358934.75,167537.15,45,Chestnut House Rear Door (External Static),358934.75,167537.15,51.40487882927481,-2.5904404922037076,51,2
358913.07,167488.720000001,46,Chestnut House Rear Lobby,358913.07,167488.72,51.4044417675903,-2.590746580550728,51,2
358913.07,167488.720000001,47,Chestnut House Lift 02,358913.07,167488.72,51.4044417675903,-2.590746580550728,51,2
358913.07,167488.720000001,48,Chestnut House Lift 01,358913.07,167488.72,51.4044417675903,-2.590746580550728,51,2
358913.07,167488.720000001,49,Chestnut House Lift Lobby,358913.07,167488.72,51.4044417675903,-2.590746580550728,51,2
358913.07,167488.720000001,50,Chestnut House Front Lobby,358913.07,167488.72,51.4044417675903,-2.590746580550728,51,2
358914.16,167494.27,51,Chestnut House Front Door Panel,358914.16,167494.27,51.404491753149486,-2.5907315524679095,51,2
358881.61,167606.199999999,52,Rowan House Rear Door (External Static),358881.61,167606.2,51.40549588757258,-2.591212507648867,51,2
358934.75,167537.15,53,Rowan House Front Door,358934.75,167537.15,51.40487882927481,-2.5904404922037076,51,2
358910.2,167572.939999999,54,Rowan House Rear Lobby,358910.2,167572.94,51.405198880572435,-2.5907976015959293,51,2
358910.2,167572.939999999,55,Rowan House Lift 02,358910.2,167572.94,51.405198880572435,-2.5907976015959293,51,2
358910.2,167572.939999999,56,Rowan House Lift 01,358910.2,167572.94,51.405198880572435,-2.5907976015959293,51,2
358910.2,167572.939999999,57,Rowan House Lift Lobby,358910.2,167572.94,51.405198880572435,-2.5907976015959293,51,2
358910.2,167572.939999999,58,Rowan House Front Lobby,358910.2,167572.94,51.405198880572435,-2.5907976015959293,51,2
358831.93,167647.640000001,59,Willow House Rear Door (External Static),358831.93,167647.64,51.40586491805563,-2.591931591670069,51,2
358881.61,167606.199999999,60,Willow House Front Door (External Static),358881.61,167606.2,51.40549588757258,-2.591212507648867,51,2
358860.84,167627.390000001,61,Willow House Rear Lobby,358860.84,167627.39,51.40568492502765,-2.591513586180124,51,2
358860.84,167627.390000001,62,Willow House Lift 02,358860.84,167627.39,51.40568492502765,-2.591513586180124,51,2
358860.84,167627.390000001,63,Willow House Lift 01,358860.84,167627.39,51.40568492502765,-2.591513586180124,51,2
358860.84,167627.390000001,64,Willow House Lift Lobby,358860.84,167627.39,51.40568492502765,-2.591513586180124,51,2
358860.84,167627.390000001,65,Willow House Front Lobby,358860.84,167627.39,51.40568492502765,-2.591513586180124,51,2
358867.15,167625.109999999,66,Willow House Front Door Panel,358867.15,167625.11,51.40566488069255,-2.59142259945858,51,2
358807.69,167660.41,67,Oak House Rear Lobby,358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
358807.69,167660.41,68,Oak House Lift 02,358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
358807.69,167660.41,69,Oak House Lift 01,358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
358807.69,167660.41,70,Oak House Lift Lobby,358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
358807.69,167660.41,71,Oak House Front Lobby,358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
358908.76,167488.98,72,Chestnut House Laundry,358908.76,167488.98,51.404443793217,-2.590808576180858,51,2
358910.53,167570.380000001,73,Rowan House Laundry,358910.53,167570.38,51.40517588452191,-2.590792560426121,51,2
358825.0,167633.0,74,"oak house rear door (external bullet)
",358825.0,167633.0,51.40573276942841,-2.5920295284086112,51,2
358778.47,167703.35,75,"Oak House Front Door External Fixed
",358778.47,167703.35,51.40636198750576,-2.59270669389391,51,2
358807.69,167660.41,76,"Oak House Ground Floor Stairwell
",358807.69,167660.41,51.40597798745716,-2.5922815878950956,51,2
359062.91,173414.130000001,77,Horsefair/Arcade Street,359062.91,173414.13,51.45773470694324,-2.5892773738505004,1,2
359174.0,173485.0,78,Horsefair/ Barrs Court - Street Lighting Column 008,359174.0,173485.0,51.4583800019859,-2.5876865406276437,5,2
359299.3,173481.9,79,The Horsefair/ Penn Street (Outside Poundland) - Street Lighting Column 011,359299.3,173481.9,51.45836115209024,-2.585882603231845,50,2
361948.83,170724.300000001,80,"Brislington, Kings Arms",361948.83,170724.3,51.433748676006296,-2.5474482154065927,21,0
360502.59,173822.68,81,"Vining Walk, Lower Door Panel (29-54)",360502.59,173822.68,51.461510751604145,-2.5686003691092636,23,0
360499.24,173821.02,82,Vining Walk Laundry (Internal),360499.24,173821.02,51.46149559083067,-2.568648407275089,23,0
360505.15,173776.710000001,83,"Vining Walk Upper, Door Panel (1-20)",360505.15,173776.71,51.46109756238428,-2.568558381077774,23,0
360512.51,173794.890000001,84,Vining Walk Upper PTZ,360512.51,173794.89,51.4612615528532,-2.5684544648598098,23,0
360550.47,173770.58,85,Abraham Close PTZ,360550.47,173770.58,51.46104560205905,-2.567905315570439,23,0
360871.08,173380.609999999,86,Lawrence Hill Station,360871.08,173380.61,51.45756120050755,-2.5632469720413615,29,0
360539.56,173448.24,87,"Payne Drive, Door Panel (14-32)",360539.56,173448.24,51.45814631920106,-2.568026382768365,23,0
356536.44,177498.25,88,On col 23 Canford Lane,356536.44,177498.25,51.494270745592,-2.6261455242558656,61,1
358729.33,173500.140000001,89,Upper Maudlin Street/Lower Maudlin Street,358729.33,173500.14,51.45848388779148,-2.594088924103621,12,2
358893.0,173391.0,90,Lewins Mead/ Haymarket (Outside Bay Horse),358893.0,173391.0,51.45751440350445,-2.5917203490046985,2,2
362758.8,173585.33,91,"Summerhill Road, Hardings Terrace",362758.8,173585.33,51.4595294514866,-2.536096787227767,32,0
358935.55,172078.189999999,92,Att to Column 3,358935.55,172078.19,51.445712570535214,-2.5909554597046003,14,2
361007.87,173033.449999999,93,"Ashmead House, Lower Back Door (Stairwell)",361007.87,173033.45,51.454448929616284,-2.561239745258368,34,0
361008.65,173026.99,94,"Ashmead House, Lower Back Door (External)",361008.65,173026.99,51.45439089409356,-2.5612278064467895,34,0
360907.21,172918.33,95,"Phoenix House, Upper Entrance Door Panel",360907.21,172918.33,51.45340681034496,-2.5626758100809393,36,0
360898.94,172918.17,96,"Phoenix House, Upper Entrance PTZ",360898.94,172918.17,51.4534048003501,-2.562794819135875,36,0
360909.08,172917.98,97,"Phoenix House, Upper Entrance Lift  ",360909.08,172917.98,51.453403792248174,-2.562648857240934,36,0
360909.08,172917.98,98,"Phoenix House, Upper Entrance Lift lobby",360909.08,172917.98,51.453403792248174,-2.562648857240934,36,0
360909.08,172917.98,99,"Phoenix House, Upper Entrance (Internal)",360909.08,172917.98,51.453403792248174,-2.562648857240934,36,0
360948.78,172975.4,100,"Ecclestone House, Avonvale Road PTZ",360948.78,172975.4,51.45392286169177,-2.562083812293568,36,0
360970.29,172953.1,101,"Ecclestone House, Lift lobby (Upper)",360970.29,172953.1,51.45372382053948,-2.56177176276442,36,0
361026.61,173022.289999999,102,"Ashmead House, Front Lower, External PTZ",361026.61,173022.29,51.45434986800733,-2.5609687918174036,34,0
361012.38,173015.390000001,103,"Ashmead House, Rear Lower PTZ",361012.38,173015.39,51.45428684215746,-2.5611728419263704,34,0
360558.36,173444.75,104,"Payne Drive, Bin Room (External)",360558.36,173444.75,51.458116247265444,-2.5677553848651757,23,0
360551.65,173501.970000001,105,"Croydon House, Bridge PTZ",360551.65,173501.97,51.45863030918384,-2.567858353948784,23,0
360512.0,173474.0,106,"Walker Close Underpass 2
",360512.0,173474.0,51.458376034016986,-2.5684259606531183,23,0
360477.0,173443.960000001,107,"Walker Close Underpass 1
",360477.0,173443.96,51.45810346718024,-2.568926397240405,23,0
359070.0,175333.0,108,Gloucester/ Sommerville Rd - Street Lighting Column 17,359070.0,175333.0,51.47498985741432,-2.5893975836741046,56,1
358974.05,174943.0,109,"Gloucester Road, Overton Road",358974.05,174943.0,51.47147599825197,-2.59073390039627,12,2
356583.91,168319.810000001,110,Highridge Road/King George Road,356583.91,168319.81,51.41174145869845,-2.624334860139949,104,2
360502.44,174313.470000001,111,Lower Ashley Road/Warwick Road/Oxford Place,360502.44,174313.47,51.46592398346892,-2.5686573786827784,56,1
358278.31,167622.689999999,112,Millmead Rear (External PTZ),358278.31,167622.69,51.40560009431804,-2.5998883683615084,51,2
358352.29,167661.23,113,Millmead House Car Park PTZ,358352.29,167661.23,51.40595209132439,-2.598829248288994,51,2
358405.0,167641.779999999,114,Middleford House Play Park PTZ,358405.0,167641.78,51.40578106328558,-2.5980691233981523,51,2
358414.28,167687.970000001,115,Hayleigh House Car Park PTZ,358414.28,167687.97,51.40619709196286,-2.5979411167775095,51,2
358278.31,167622.689999999,116,Millmead House Rear Door (External Static),358278.31,167622.69,51.40560009431804,-2.5998883683615084,51,2
358352.29,167661.23,117,Millmead House Front Door (External Static),358352.29,167661.23,51.40595209132439,-2.598829248288994,51,2
358303.29,167639.609999999,118,Millmead House Rear Lobby,358303.29,167639.61,51.40575407930889,-2.5995312083194797,51,2
358303.29,167639.609999999,119,Millmead House Lift 02,358303.29,167639.61,51.40575407930889,-2.5995312083194797,51,2
358303.29,167639.609999999,120,Millmead House Lift 01,358303.29,167639.61,51.40575407930889,-2.5995312083194797,51,2
358303.29,167639.609999999,121,Millmead House Lift Lobby,358303.29,167639.61,51.40575407930889,-2.5995312083194797,51,2
358303.29,167639.609999999,122,Millmead House Front Lobby,358303.29,167639.61,51.40575407930889,-2.5995312083194797,51,2
358306.87,167643.92,123,Millmead House Front Door Panel,358306.87,167643.92,51.4057930987893,-2.599480243504748,51,2
358352.29,167661.23,124,Hayleigh House Rear Door (External Static),358352.29,167661.23,51.40595209132439,-2.598829248288994,51,2
358414.28,167687.970000001,125,Hayleigh House Front Door (External Static),358414.28,167687.97,51.40619709196286,-2.5979411167775095,51,2
358389.06,167675.5,126,Hayleigh House Rear Lobby,358389.06,167675.5,51.4060831093011,-2.598302258472089,51,2
358389.06,167675.5,127,Hayleigh House Lift 02,358389.06,167675.5,51.4060831093011,-2.598302258472089,51,2
358389.06,167675.5,128,Hayleigh House Lift 01,358389.06,167675.5,51.4060831093011,-2.598302258472089,51,2
358389.06,167675.5,129,Hayleigh House Lift Lobby,358389.06,167675.5,51.4060831093011,-2.598302258472089,51,2
358389.06,167675.5,130,Hayleigh House Front Lobby,358389.06,167675.5,51.4060831093011,-2.598302258472089,51,2
358393.96,167678.68,131,Hayleigh House Front Door Panel,358393.96,167678.68,51.40611206397708,-2.5982321811508204,51,2
358301.66,167644.41,132,Millmead House Laundry,358301.66,167644.41,51.40579712179409,-2.5995552081498685,51,2
358391.5,167676.029999999,133,Hayleigh House Laundry,358391.5,167676.03,51.40608805422011,-2.5982672392165003,51,2
358302.4,167641.73,134,Hartcliffe Millmead House 10th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,135,Hartcliffe Millmead House 9th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,136,Hartcliffe Millmead House 8th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,137,Hartcliffe Millmead House 7th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,138,Hartcliffe Millmead House 6th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,139,Hartcliffe Millmead house 5th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,140,Hartcliffe Millmead House 4th Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,141,Hartcliffe Millmead House 3rd Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,142,Hartcliffe Millmead House 2nd Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,143,Hartcliffe Millmead House 1st Floor Lift Lobby,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358302.4,167641.73,144,Hartcliffe Millmead House Ground Floor Stairwell,358302.4,167641.73,51.40577307723175,-2.599544253619172,51,2
358389.15,167677.390000001,145,Hartcliffe Hayleigh House Ground Floor Stairwell,358389.15,167677.39,51.40610011109004,-2.5983011862731744,51,2
358307.0,167637.0,146,Millmead House 4th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,147,Millmead House 5th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,148,Millmead House 6th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,149,Millmead House 7th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,150,Millmead House 8th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,151,Millmead House 9th Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,152,Millmead House Ground Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358390.0,167677.0,153,Hayleigh House Ground Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,154,Hayleigh House 1st Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,155,Hayleigh House 2nd Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,156,Hayleigh House 3rd Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,157,Hayleigh House 4th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,158,Hayleigh House 5th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,159,Hayleigh House 6th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,160,Hayleigh House 7th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,161,Hayleigh House 8th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358390.0,167677.0,162,Hayleigh House 9th Floor Stairwell,358390.0,167677.0,51.40609666653077,-2.5982889195078234,51,2
358307.0,167637.0,163,Millmead House 1st Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,164,Millmead House 2nd Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
358307.0,167637.0,165,Millmead House 3rd Floor Stairwell,358307.0,167637.0,51.40573088260753,-2.599477560783416,51,2
361465.46,170987.08,166,Bath Road/Tramway Road,361465.46,170987.08,51.43607896323689,-2.5544307929838803,22,0
359896.17,171886.82,167,"Att C15 - Jam Cam, not in use",359896.17,171886.82,51.44406060590306,-2.5771103193194187,51,2
359872.83,171904.380000001,168,Att to Column 13,359872.83,171904.38,51.4442168541409,-2.5774481645436067,51,2
360257.6,171667.380000001,169,Bath Road/Totterdown Bridge,360257.6,171667.38,51.44211285430383,-2.5718848282347624,36,0
359897.57,171861.18,170,Bath Road/Wells Road (Three Lamps),359897.57,171861.18,51.44383014668136,-2.577087267776324,51,2
357952.18,170542.449999999,171,On Col 9,357952.18,170542.45,51.431830864777055,-2.604923773979969,4,2
357834.59,170659.77,172,Parson St Rail Station,357834.59,170659.77,51.43287707761756,-2.6066293605115667,4,2
357956.92,170523.279999999,173,Bedminster Road/Parson Street,357956.92,170523.28,51.43165883785907,-2.604853309439546,4,2
355516.52,178576.310000001,174,On C67,355516.52,178576.31,51.50388524869064,-2.640973705108762,61,1
354923.03,178750.74,175,Watchman camera opp C53,354923.03,178750.74,51.50540667064883,-2.649547165547298,61,1
355162.54,178695.050000001,176,O/S 470 Opp 491 Watchman camera oppC58,355162.54,178695.05,51.5049249694444,-2.6460890445773173,61,1
360966.96,173679.609999999,177,Russell Town Avenue/Whitehall Road (cycle path),360966.96,173679.61,51.46025647078323,-2.561899898655946,29,0
361071.0,173787.0,178,Owen Square Bath-Bristol Cycle,361071.0,173787.0,51.46122930337974,-2.560414095620286,28,0
359807.73,174300.470000001,179,Ashley Road/Ashfield Place/Badminton Road,359807.73,174300.47,51.465758159143384,-2.5786572897498603,56,1
360593.07,173556.82,180,"Walker Close, Croydon Street Door Panel (1-16)",360593.07,173556.82,51.45912641329494,-2.567268259387417,23,0
360593.38,173551.92,181,Croydon Street Door Panel (Fixed Camera in Housing Above Door),360593.38,173551.92,51.45908237345156,-2.5672632509151723,23,0
360591.96,173547.93,182,"Croydon House, Rear PTZ",360591.96,173547.93,51.45904639597236,-2.567283246127055,23,0
356887.0,179125.0,183,Croa Lane/Standfast Road Column 2,356887.0,179125.0,51.50892529170504,-2.621294480230111,63,1
357006.0,179088.0,184,Crow Lane Column 19,357006.0,179088.0,51.50860165859461,-2.619575185638624,63,1
361001.3,172920.17,185,"Ecclestone House, Main Entrance Door Panel",361001.3,172920.17,51.453429846671796,-2.561321813623365,36,0
361005.41,172939.49,186,"Ecclestone House, Car Park PTZ",361005.41,172939.49,51.453603858115166,-2.5612647904609136,36,0
360997.72,172905.73,187,"Ecclestone House, Rear PTZ",360997.72,172905.73,51.453299753394525,-2.5613717465285437,36,0
361004.26,172916.470000001,188,"Ecclestone House, Main Entrance Lift Lobby",361004.26,172916.47,51.45339677967017,-2.5612788035017005,36,0
361004.26,172916.470000001,189,"Ecclestone House, Laundry",361004.26,172916.47,51.45339677967017,-2.5612788035017005,36,0
361004.26,172916.470000001,190,"Ecclestone House, Laundry Door",361004.26,172916.47,51.45339677967017,-2.5612788035017005,36,0
361004.26,172916.470000001,191,"Ecclestone House, Main Entrance (Internal)",361004.26,172916.47,51.45339677967017,-2.5612788035017005,36,0
361004.26,172916.470000001,192,"Ecclestone House, Main Entrance (External)",361004.26,172916.47,51.45339677967017,-2.5612788035017005,36,0
360942.95,172894.25,193,"Phoenix House, Laundry Door",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360942.95,172894.25,194,"Phoenix House, Main Entrance (External)",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360942.95,172894.25,195,"Phoenix House, Main Entrance (Internal)",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360942.95,172894.25,196,"Phoenix House, Main Entrance Lift Lobby",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360942.95,172894.25,197,"Phoenix House, Main Entrance Lift  ",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360942.95,172894.25,198,"Phoenix House, Laundry",360942.95,172894.25,51.453192746837786,-2.56215875920009,36,0
360939.8,172882.82,199,"Phoenix House, Aiken Street PTZ",360939.8,172882.82,51.45308974924008,-2.562202833167493,36,0
360941.14,172912.4,200,"Phoenix House, Car Park PTZ",360941.14,172912.4,51.45335582937904,-2.5621868143688062,36,0
360967.31,172918.65,201,"Ecclestone/Phoenix House, Park Area PTZ",360967.31,172918.65,51.45341383562067,-2.561810850428477,36,0
360936.94,172899.08,202,"Phoenix House, Main Entrance Door Panel",360936.94,172899.08,51.45323576415361,-2.5622457918252834,36,0
360941.14,172912.4,203,"Phoenix House, Vehicle Gates (Static) ",360941.14,172912.4,51.45335582937904,-2.5621868143688062,36,0
360941.14,172912.4,204,"Ecclestone House, Vehicle Gates (Static) ",360941.14,172912.4,51.45335582937904,-2.5621868143688062,36,0
359199.64,173128.310000001,205,Castle Park (West),359199.64,173128.31,51.45517445878451,-2.5872763142602784,50,2
357410.0,170179.0,206,A38/ Bedminster Down Rd (Cross Hands) - Street Lighting Column 23,357410.0,170179.0,51.4285221798179,-2.6126796919339146,104,2
355923.09,168982.27,207,Lime Kiln Roundabout (Upper),355923.09,168982.27,51.41764735801935,-2.633919392744965,104,2
355856.08,169043.02,208,Lime Kiln Roundabout (Lower),355856.08,169043.02,51.41818841129239,-2.634890643073287,104,2
359761.53,173414.43,209,"Elbridge House, Great Ann Street PTZ, St Jude's",359761.53,173414.43,51.45778750975403,-2.57922153586989,51,2
359785.27,173455.609999999,210,"Elton House Rear Area PTZ, St Jude's",359785.27,173455.61,51.45815949242349,-2.578884508217916,51,2
358411.79,173039.619999999,211,"Trenchard Street Car Park, Level 11 Frogmore Street Stairwell block PTZ
",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358409.24,173093.029999999,212,"Trenchard Street Car Park, Level 10 Park Row Near Corner",358409.24,173093.03,51.454799686877756,-2.5986484419375215,101,2
358411.79,173039.619999999,213,"Trenchard Street Car Park, Level 10 Frogmore Street Corner
",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358409.24,173093.029999999,214,"Trenchard Street Car Park, Level 09 Park Row Near Corner
",358409.24,173093.03,51.454799686877756,-2.5986484419375215,101,2
358411.79,173039.619999999,215,"Trenchard Street Car Park, Level 09 Frogmore Street Corner
",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358411.79,173039.619999999,216,"Trenchard Street Car Park, Level 08 Frogmore St Corner",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358409.24,173093.029999999,217,"Trenchard street Car Park, Level 07 Park Row Near Corner",358409.24,173093.03,51.454799686877756,-2.5986484419375215,101,2
358411.79,173039.619999999,218,"Trenchard Street Car Park, Level 07  Frogmore Street Corner
",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358409.24,173093.029999999,219,"Trenchard Street Car Park, Level 06 Park Row Near Corner
",358409.24,173093.03,51.454799686877756,-2.5986484419375215,101,2
358411.79,173039.619999999,220,"Trenchard Street Car Park, Level 06 Frogmore Street Corner
",358411.79,173039.62,51.45431960696561,-2.5986054582557383,101,2
358409.24,173093.029999999,221,"Trenchard Street Car Park, Level 05 Trenchard Street Park Row Near Corner
",358409.24,173093.03,51.454799686877756,-2.5986484419375215,101,2
358388.87,173082.41,222,"Trenchard Street Car Park, Level 05 By Park Row Stairs
",358388.87,173082.41,51.45470269368699,-2.598940376361965,101,2
